Winner,SecondD,B365W,Tournament,Round
Kyrgios N.,3/7/2016,1.36,Wimbledon,3rd Round
Kyrgios N.,28/06/16,1.2,Wimbledon,1st Round
Kyrgios N.,22/05/16,1.02,French Open,1st Round
Kyrgios N.,25/05/16,1.03,French Open,2nd Round
Kyrgios N.,18/01/16,1.1,Australian Open,1st Round
Kyrgios N.,20/01/16,1.12,Australian Open,2nd Round
Kyrgios N.,30/05/17,1.53,French Open,1st Round
Kyrgios N.,16/01/17,1.06,Australian Open,1st Round
Kyrgios N.,29/08/2018,1.11,US Open,1st Round
Kyrgios N.,30/08/2018,1.2,US Open,2nd Round
Kyrgios N.,3/7/2018,1.12,Wimbledon,1st Round
Kyrgios N.,5/7/2018,1.16,Wimbledon,2nd Round
Kyrgios N.,15/01/18,1.02,Australian Open,1st Round
Kyrgios N.,17/01/18,1.06,Australian Open,2nd Round
Kyrgios N.,19/01/18,1.4,Australian Open,3rd Round
Kyrgios N.,28/08/2019,1.4,US Open,1st Round
Kyrgios N.,29/08/2019,1.11,US Open,2nd Round
Kyrgios N.,2/7/2019,1.36,Wimbledon,1st Round
Pella G.,28/05/13,2.75,French Open,1st Round
Pella G.,29/08/16,2.25,US Open,1st Round
Pella G.,23/05/16,1.72,French Open,1st Round
Pella G.,19/01/16,1.53,Australian Open,1st Round
Pella G.,30/08/17,1.66,US Open,1st Round
Pella G.,27/08/2018,1.72,US Open,1st Round
Pella G.,29/08/2018,1.44,US Open,2nd Round
Pella G.,2/7/2018,1.57,Wimbledon,1st Round
Pella G.,5/7/2018,13,Wimbledon,2nd Round
Pella G.,29/05/18,2,French Open,1st Round
Pella G.,1/7/2019,2,Wimbledon,1st Round
Pella G.,3/7/2019,2.5,Wimbledon,2nd Round
Pella G.,5/7/2019,6,Wimbledon,3rd Round
Pella G.,8/7/2019,4.5,Wimbledon,4th Round
Pella G.,27/05/2019,1.2,French Open,1st Round
Pouille L.,28/05/13,2.5,French Open,1st Round
Pouille L.,2/9/2016,4,US Open,3rd Round
Pouille L.,4/9/2016,10,US Open,4th Round
Pouille L.,29/08/16,1.2,US Open,1st Round
Pouille L.,31/08/16,1.18,US Open,2nd Round
Pouille L.,1/7/2016,1.72,Wimbledon,2nd Round
Pouille L.,3/7/2016,5,Wimbledon,3rd Round
Pouille L.,4/7/2016,3.4,Wimbledon,4th Round
Pouille L.,30/06/16,2.25,Wimbledon,1st Round
Pouille L.,24/05/16,1.16,French Open,1st Round
Pouille L.,1/9/2017,1.44,US Open,3rd Round
Pouille L.,28/08/17,1.22,US Open,1st Round
Pouille L.,30/08/17,1.61,US Open,2nd Round
Pouille L.,3/7/2017,1.08,Wimbledon,1st Round
Pouille L.,28/05/17,1.08,French Open,1st Round
Pouille L.,31/05/17,1.3,French Open,2nd Round
Pouille L.,28/08/2018,1.5,US Open,1st Round
Pouille L.,30/08/2018,1.5,US Open,2nd Round
Pouille L.,2/7/2018,1.61,Wimbledon,1st Round
Pouille L.,27/05/18,1.2,French Open,1st Round
Pouille L.,31/05/18,1.22,French Open,2nd Round
Pouille L.,26/08/2019,1.44,US Open,1st Round
Pouille L.,2/7/2019,1.61,Wimbledon,1st Round
Pouille L.,4/7/2019,1.2,Wimbledon,2nd Round
Pouille L.,28/05/2019,1.4,French Open,1st Round
Pouille L.,15/01/2019,1.57,Australian Open,1st Round
Pouille L.,17/01/2019,1.72,Australian Open,2nd Round
Pouille L.,19/01/2019,1.44,Australian Open,3rd Round
Pouille L.,21/01/2019,4,Australian Open,4th Round
Pouille L.,23/01/2019,5.5,Australian Open,Quarterfinals
Weintraub A.,15/01/13,2,Australian Open,1st Round
Bachinger M.,25/08/14,4,US Open,1st Round
Bachinger M.,20/01/15,2,Australian Open,1st Round
Carreno-Busta P.,25/08/14,1.83,US Open,1st Round
Carreno-Busta P.,28/08/14,3.5,US Open,2nd Round
Carreno-Busta P.,31/08/15,2.62,US Open,1st Round
Carreno-Busta P.,26/05/15,1.72,French Open,1st Round
Coric B.,26/08/14,3,US Open,1st Round
Coric B.,30/06/15,3.75,Wimbledon,1st Round
Coric B.,25/05/15,2,French Open,1st Round
Coric B.,28/05/15,3,French Open,2nd Round
Coric B.,24/05/16,1.28,French Open,1st Round
Coric B.,26/05/16,1.18,French Open,2nd Round
Coric B.,28/08/17,1.57,US Open,1st Round
Coric B.,30/08/17,5.5,US Open,2nd Round
Coric B.,29/05/17,1.1,French Open,1st Round
Coric B.,1/9/2018,1.61,US Open,3rd Round
Coric B.,27/08/2018,1.03,US Open,1st Round
Coric B.,29/08/2018,1.08,US Open,2nd Round
Coric B.,28/05/18,1.72,French Open,1st Round
Coric B.,31/05/18,1.07,French Open,2nd Round
Coric B.,26/08/2019,1.22,US Open,1st Round
Coric B.,27/05/2019,1.2,French Open,1st Round
Coric B.,30/05/2019,1.08,French Open,2nd Round
Coric B.,15/01/2019,1.14,Australian Open,1st Round
Coric B.,17/01/2019,1.28,Australian Open,2nd Round
Coric B.,19/01/2019,1.12,Australian Open,3rd Round
Estrella Burgos V.,26/08/14,2.2,US Open,1st Round
Estrella Burgos V.,28/08/14,2.5,US Open,2nd Round
Estrella Burgos V.,29/06/15,1.83,Wimbledon,1st Round
Estrella Burgos V.,24/05/16,1.5,French Open,1st Round
Estrella Burgos V.,29/05/17,2.62,French Open,1st Round
Estrella Burgos V.,16/01/17,5,Australian Open,1st Round
Gonzalez A.,26/08/14,1.44,US Open,1st Round
Gonzalez A.,26/05/14,1.18,French Open,1st Round
Gonzalez A.,20/01/15,3,Australian Open,1st Round
Groth S.,26/08/14,2,US Open,1st Round
Groth S.,1/9/2015,3.75,US Open,1st Round
Groth S.,2/7/2015,1.22,Wimbledon,2nd Round
Groth S.,30/06/15,2.75,Wimbledon,1st Round
Groth S.,19/01/15,1.3,Australian Open,1st Round
Groth S.,21/01/15,1.61,Australian Open,2nd Round
Groth S.,19/01/16,2.62,Australian Open,1st Round
Kudryavtsev A.,27/08/14,1.66,US Open,1st Round
Lorenzi P.,26/08/14,2,US Open,1st Round
Lorenzi P.,20/01/15,1.66,Australian Open,1st Round
Lorenzi P.,1/9/2016,4.33,US Open,2nd Round
Lorenzi P.,30/08/16,1.44,US Open,1st Round
Lorenzi P.,1/9/2017,1.44,US Open,3rd Round
Lorenzi P.,28/08/17,2.62,US Open,1st Round
Lorenzi P.,30/08/17,4.5,US Open,2nd Round
Lorenzi P.,5/7/2017,2.3,Wimbledon,1st Round
Lorenzi P.,30/05/17,1.3,French Open,1st Round
Lorenzi P.,16/01/17,2.2,Australian Open,1st Round
Lorenzi P.,27/08/2018,8,US Open,1st Round
Lorenzi P.,2/7/2018,1.72,Wimbledon,1st Round
Lorenzi P.,26/08/2019,1.06,US Open,1st Round
Lorenzi P.,29/08/2019,8,US Open,2nd Round
Nedovyesov A.,25/08/14,1.72,US Open,1st Round
Nedovyesov A.,25/05/14,1.9,French Open,1st Round
Thiem D.,27/08/14,1.57,US Open,1st Round
Thiem D.,29/08/14,3.75,US Open,2nd Round
Thiem D.,31/08/14,2.2,US Open,3rd Round
Thiem D.,26/05/14,1.72,French Open,1st Round
Thiem D.,13/01/14,2,Australian Open,1st Round
Thiem D.,1/9/2015,1.11,US Open,1st Round
Thiem D.,3/9/2015,1.61,US Open,2nd Round
Thiem D.,29/06/15,1.53,Wimbledon,1st Round
Thiem D.,25/05/15,1.4,French Open,1st Round
Thiem D.,1/9/2016,1.08,US Open,2nd Round
Thiem D.,3/9/2016,1.25,US Open,3rd Round
Thiem D.,30/08/16,1.2,US Open,1st Round
Thiem D.,29/06/16,1.33,Wimbledon,1st Round
Thiem D.,1/6/2016,1.1,French Open,4th Round
Thiem D.,2/6/2016,1.53,French Open,Quarterfinals
Thiem D.,24/05/16,1.06,French Open,1st Round
Thiem D.,26/05/16,1.2,French Open,2nd Round
Thiem D.,28/05/16,1.22,French Open,3rd Round
Thiem D.,18/01/16,1.5,Australian Open,1st Round
Thiem D.,20/01/16,1.36,Australian Open,2nd Round
Thiem D.,2/9/2017,1.3,US Open,3rd Round
Thiem D.,30/08/17,1.03,US Open,1st Round
Thiem D.,31/08/17,1.2,US Open,2nd Round
Thiem D.,4/7/2017,1.44,Wimbledon,1st Round
Thiem D.,6/7/2017,1.22,Wimbledon,2nd Round
Thiem D.,8/7/2017,1.11,Wimbledon,3rd Round
Thiem D.,2/6/2017,1.1,French Open,3rd Round
Thiem D.,4/6/2017,1.04,French Open,4th Round
Thiem D.,7/6/2017,2.75,French Open,Quarterfinals
Thiem D.,28/05/17,1.01,French Open,1st Round
Thiem D.,31/05/17,1.05,French Open,2nd Round
Thiem D.,17/01/17,1.3,Australian Open,1st Round
Thiem D.,19/01/17,1.2,Australian Open,2nd Round
Thiem D.,21/01/17,1.2,Australian Open,3rd Round
Thiem D.,2/9/2018,2.37,US Open,4th Round
Thiem D.,28/08/2018,1.14,US Open,1st Round
Thiem D.,29/08/2018,1.57,US Open,2nd Round
Thiem D.,31/08/2018,1.25,US Open,3rd Round
Thiem D.,1/6/2018,1.05,French Open,3rd Round
Thiem D.,3/6/2018,1.61,French Open,4th Round
Thiem D.,5/6/2018,1.57,French Open,Quarterfinals
Thiem D.,8/6/2018,1.12,French Open,Semifinals
Thiem D.,28/05/18,1.07,French Open,1st Round
Thiem D.,31/05/18,1.25,French Open,2nd Round
Thiem D.,16/01/18,1.25,Australian Open,1st Round
Thiem D.,18/01/18,1.06,Australian Open,2nd Round
Thiem D.,20/01/18,1.3,Australian Open,3rd Round
Thiem D.,1/6/2019,1.2,French Open,3rd Round
Thiem D.,3/6/2019,1.36,French Open,4th Round
Thiem D.,6/6/2019,1.28,French Open,Quarterfinals
Thiem D.,8/6/2019,2.75,French Open,Semifinals
Thiem D.,27/05/2019,1.02,French Open,1st Round
Thiem D.,30/05/2019,1.02,French Open,2nd Round
Thiem D.,15/01/2019,1.28,Australian Open,1st Round
Lajovic D.,24/06/14,3.75,Wimbledon,1st Round
Lajovic D.,27/05/14,4.33,French Open,1st Round
Lajovic D.,29/05/14,1.12,French Open,2nd Round
Lajovic D.,31/05/14,2.5,French Open,3rd Round
Lajovic D.,14/01/14,1.4,Australian Open,1st Round
Lajovic D.,24/05/15,1.25,French Open,1st Round
Lajovic D.,23/05/16,1.57,French Open,1st Round
Lajovic D.,18/01/16,3.5,Australian Open,1st Round
Lajovic D.,4/7/2017,1.9,Wimbledon,1st Round
Lajovic D.,16/01/17,2,Australian Open,1st Round
Lajovic D.,27/08/2018,1.72,US Open,1st Round
Lajovic D.,29/08/2018,2.1,US Open,2nd Round
Lajovic D.,28/05/18,1.44,French Open,1st Round
Lajovic D.,26/08/2019,1.2,US Open,1st Round
Lajovic D.,28/05/2019,1.44,French Open,1st Round
Lajovic D.,30/05/2019,1.3,French Open,2nd Round
Matosevic M.,23/06/14,2.62,Wimbledon,1st Round
Matosevic M.,27/05/14,1.5,French Open,1st Round
Matosevic M.,19/01/15,1.36,Australian Open,1st Round
Pavic A.,24/06/14,3.5,Wimbledon,1st Round
Puetz T.,23/06/14,1.33,Wimbledon,1st Round
Rola B.,23/06/14,1.57,Wimbledon,1st Round
Rola B.,14/01/14,1.66,Australian Open,1st Round
Saville L.,23/06/14,3,Wimbledon,1st Round
Vesely J.,24/06/14,1.2,Wimbledon,1st Round
Vesely J.,26/06/14,3.75,Wimbledon,2nd Round
Vesely J.,26/05/14,1.72,French Open,1st Round
Vesely J.,1/9/2015,1.22,US Open,1st Round
Vesely J.,3/9/2015,3,US Open,2nd Round
Vesely J.,30/06/15,1.06,Wimbledon,1st Round
Vesely J.,29/08/16,1.36,US Open,1st Round
Vesely J.,3/7/2016,1.4,Wimbledon,3rd Round
Vesely J.,29/06/16,1.72,Wimbledon,1st Round
Vesely J.,30/06/16,6.5,Wimbledon,2nd Round
Vesely J.,24/05/16,1.11,French Open,1st Round
Vesely J.,3/7/2017,1.44,Wimbledon,1st Round
Vesely J.,29/05/17,3,French Open,1st Round
Vesely J.,31/05/17,2.2,French Open,2nd Round
Vesely J.,3/7/2018,1.5,Wimbledon,1st Round
Vesely J.,5/7/2018,1.8,Wimbledon,2nd Round
Vesely J.,7/7/2018,2.5,Wimbledon,3rd Round
Vesely J.,16/01/18,1.25,Australian Open,1st Round
Vesely J.,1/7/2019,4.33,Wimbledon,1st Round
Vesely J.,3/7/2019,1.28,Wimbledon,2nd Round
Bagnis F.,26/05/14,2.62,French Open,1st Round
Bagnis F.,24/05/16,1.66,French Open,1st Round
Michon A.,27/05/14,1.2,French Open,1st Round
Schwartzman D.,25/05/14,1.53,French Open,1st Round
Schwartzman D.,31/08/15,2.5,US Open,1st Round
Schwartzman D.,25/05/15,1.5,French Open,1st Round
Schwartzman D.,1/9/2017,4.33,US Open,3rd Round
Schwartzman D.,3/9/2017,2.1,US Open,4th Round
Schwartzman D.,28/08/17,1.2,US Open,1st Round
Schwartzman D.,31/08/17,1.4,US Open,2nd Round
Schwartzman D.,29/05/17,1.12,French Open,1st Round
Schwartzman D.,31/05/17,1.12,French Open,2nd Round
Schwartzman D.,16/01/17,1.9,Australian Open,1st Round
Schwartzman D.,28/08/2018,1.16,US Open,1st Round
Schwartzman D.,30/08/2018,1.16,US Open,2nd Round
Schwartzman D.,3/7/2018,1.5,Wimbledon,1st Round
Schwartzman D.,2/6/2018,2.3,French Open,3rd Round
Schwartzman D.,4/6/2018,1.66,French Open,4th Round
Schwartzman D.,28/05/18,1.11,French Open,1st Round
Schwartzman D.,31/05/18,1.16,French Open,2nd Round
Schwartzman D.,15/01/18,1.25,Australian Open,1st Round
Schwartzman D.,17/01/18,1.25,Australian Open,2nd Round
Schwartzman D.,19/01/18,2.1,Australian Open,3rd Round
Schwartzman D.,2/9/2019,2,US Open,4th Round
Schwartzman D.,27/08/2019,1.25,US Open,1st Round
Schwartzman D.,29/08/2019,1.25,US Open,2nd Round
Schwartzman D.,31/08/2019,1.28,US Open,3rd Round
Schwartzman D.,2/7/2019,1.44,Wimbledon,1st Round
Schwartzman D.,4/7/2019,1.36,Wimbledon,2nd Round
Schwartzman D.,26/05/2019,1.28,French Open,1st Round
Schwartzman D.,14/01/2019,1.11,Australian Open,1st Round
Schwartzman D.,16/01/2019,1.16,Australian Open,2nd Round
Dzumhur D.,13/01/14,1.5,Australian Open,1st Round
Dzumhur D.,15/01/14,5.5,Australian Open,2nd Round
Dzumhur D.,24/05/15,2.25,French Open,1st Round
Dzumhur D.,27/05/15,2.25,French Open,2nd Round
Dzumhur D.,30/08/16,8,US Open,1st Round
Dzumhur D.,27/06/16,3.75,Wimbledon,1st Round
Dzumhur D.,18/01/16,3.75,Australian Open,1st Round
Dzumhur D.,30/08/17,1.57,US Open,1st Round
Dzumhur D.,31/08/17,1.72,US Open,2nd Round
Dzumhur D.,3/7/2017,1.33,Wimbledon,1st Round
Dzumhur D.,3/7/2018,1.72,Wimbledon,1st Round
Dzumhur D.,27/05/18,1.44,French Open,1st Round
Dzumhur D.,30/05/18,1.28,French Open,2nd Round
Dzumhur D.,15/01/18,1.66,Australian Open,1st Round
Dzumhur D.,17/01/18,2.37,Australian Open,2nd Round
Dzumhur D.,26/08/2019,1.4,US Open,1st Round
Kokkinakis T.,14/01/14,2.37,Australian Open,1st Round
Kokkinakis T.,25/05/15,1.22,French Open,1st Round
Kokkinakis T.,28/05/15,1.5,French Open,2nd Round
Kokkinakis T.,19/01/15,2.37,Australian Open,1st Round
Kokkinakis T.,27/08/2019,1.9,US Open,1st Round
Millot V.,14/01/14,3,Australian Open,1st Round
Bedene A.,1/9/2015,2.37,US Open,1st Round
Bedene A.,30/06/15,2.5,Wimbledon,1st Round
Bedene A.,24/05/16,1.44,French Open,1st Round
Bedene A.,26/05/16,4,French Open,2nd Round
Bedene A.,3/7/2017,2.75,Wimbledon,1st Round
Bedene A.,5/7/2017,1.33,Wimbledon,2nd Round
Bedene A.,29/05/17,1.25,French Open,1st Round
Bedene A.,2/7/2018,1.5,Wimbledon,1st Round
Bedene A.,27/08/2019,1.22,US Open,1st Round
Bedene A.,29/08/2019,2.75,US Open,2nd Round
Chung H.,1/9/2015,1.3,US Open,1st Round
Chung H.,28/08/17,1.25,US Open,1st Round
Chung H.,1/6/2017,1.3,French Open,2nd Round
Chung H.,30/05/17,2.1,French Open,1st Round
Chung H.,17/01/17,1.2,Australian Open,1st Round
Chung H.,28/08/2018,1.11,US Open,1st Round
Chung H.,16/01/18,1.3,Australian Open,1st Round
Chung H.,18/01/18,1.44,Australian Open,2nd Round
Chung H.,20/01/18,2.25,Australian Open,3rd Round
Chung H.,22/01/18,4,Australian Open,4th Round
Chung H.,24/01/18,1.25,Australian Open,Quarterfinals
Chung H.,27/08/2019,1.2,US Open,1st Round
Chung H.,30/08/2019,1.72,US Open,2nd Round
Chung H.,15/01/2019,1.44,Australian Open,1st Round
Krajicek A.,1/9/2015,3.25,US Open,1st Round
Krajicek A.,18/01/16,1.66,Australian Open,1st Round
Krajinovic F.,31/08/15,1.53,US Open,1st Round
Krajinovic F.,27/05/2019,1.44,French Open,1st Round
Krajinovic F.,29/05/2019,1.4,French Open,2nd Round
Krajinovic F.,15/01/2019,1.57,Australian Open,1st Round
Krajinovic F.,17/01/2019,1.4,Australian Open,2nd Round
Nishioka Y.,1/9/2015,3.4,US Open,1st Round
Nishioka Y.,17/01/17,1.53,Australian Open,1st Round
Nishioka Y.,15/01/18,3.5,Australian Open,1st Round
Nishioka Y.,26/08/2019,1.3,US Open,1st Round
Nishioka Y.,28/05/2019,1.33,French Open,1st Round
Nishioka Y.,14/01/2019,1.72,Australian Open,1st Round
Basilashvili N.,2/7/2015,6,Wimbledon,2nd Round
Basilashvili N.,30/06/15,1.1,Wimbledon,1st Round
Basilashvili N.,3/7/2017,1.5,Wimbledon,1st Round
Basilashvili N.,29/05/17,2.75,French Open,1st Round
Basilashvili N.,31/05/17,1.72,French Open,2nd Round
Basilashvili N.,27/08/2018,1.66,US Open,1st Round
Basilashvili N.,30/08/2018,3.2,US Open,2nd Round
Basilashvili N.,31/08/2018,2.1,US Open,3rd Round
Basilashvili N.,15/01/18,1.5,Australian Open,1st Round
Basilashvili N.,17/01/18,1.72,Australian Open,2nd Round
Basilashvili N.,26/08/2019,1.66,US Open,1st Round
Basilashvili N.,29/08/2019,1.25,US Open,2nd Round
Basilashvili N.,2/7/2019,1.57,Wimbledon,1st Round
Basilashvili N.,14/01/2019,1.2,Australian Open,1st Round
Basilashvili N.,16/01/2019,1.28,Australian Open,2nd Round
Broady L.,29/06/15,2.62,Wimbledon,1st Round
Herbert P.H.,29/06/15,1.53,Wimbledon,1st Round
Herbert P.H.,27/06/16,5.5,Wimbledon,1st Round
Herbert P.H.,30/06/16,1.28,Wimbledon,2nd Round
Herbert P.H.,18/01/16,1.5,Australian Open,1st Round
Herbert P.H.,20/01/16,1.36,Australian Open,2nd Round
Herbert P.H.,3/7/2017,5.5,Wimbledon,1st Round
Herbert P.H.,29/05/17,1.72,French Open,1st Round
Herbert P.H.,28/08/2018,1.44,US Open,1st Round
Herbert P.H.,3/7/2018,2.62,Wimbledon,1st Round
Herbert P.H.,30/05/18,1.3,French Open,1st Round
Herbert P.H.,31/05/18,2.62,French Open,2nd Round
Herbert P.H.,27/05/2019,3.4,French Open,1st Round
Herbert P.H.,15/01/2019,2.62,Australian Open,1st Round
Herbert P.H.,17/01/2019,2.3,Australian Open,2nd Round
Millman J.,29/06/15,3.75,Wimbledon,1st Round
Millman J.,28/06/16,1.08,Wimbledon,1st Round
Millman J.,30/06/16,2.2,Wimbledon,2nd Round
Millman J.,19/01/16,1.3,Australian Open,1st Round
Millman J.,21/01/16,3.75,Australian Open,2nd Round
Millman J.,30/08/17,7,US Open,1st Round
Millman J.,31/08/17,1.4,US Open,2nd Round
Millman J.,1/9/2018,1.66,US Open,3rd Round
Millman J.,4/9/2018,15,US Open,4th Round
Millman J.,28/08/2018,1.02,US Open,1st Round
Millman J.,30/08/2018,2.62,US Open,2nd Round
Millman J.,2/7/2018,1.44,Wimbledon,1st Round
Millman J.,15/01/18,2.1,Australian Open,1st Round
Millman J.,2/7/2019,1.07,Wimbledon,1st Round
Millman J.,4/7/2019,1.3,Wimbledon,2nd Round
Millman J.,14/01/2019,1.25,Australian Open,1st Round
Ramos-Vinolas A.,30/06/15,7,Wimbledon,1st Round
Ramos-Vinolas A.,29/08/16,1.57,US Open,1st Round
Ramos-Vinolas A.,28/06/16,3.25,Wimbledon,1st Round
Ramos-Vinolas A.,30/06/16,4,Wimbledon,2nd Round
Ramos-Vinolas A.,23/05/16,1.18,French Open,1st Round
Ramos-Vinolas A.,25/05/16,1.22,French Open,2nd Round
Ramos-Vinolas A.,27/05/16,2.62,French Open,3rd Round
Ramos-Vinolas A.,29/05/16,4.5,French Open,4th Round
Ramos-Vinolas A.,18/01/16,3.75,Australian Open,1st Round
Ramos-Vinolas A.,28/08/17,1.3,US Open,1st Round
Ramos-Vinolas A.,4/7/2017,2.2,Wimbledon,1st Round
Ramos-Vinolas A.,6/7/2017,1.61,Wimbledon,2nd Round
Ramos-Vinolas A.,2/6/2017,2,French Open,3rd Round
Ramos-Vinolas A.,28/05/17,1.2,French Open,1st Round
Ramos-Vinolas A.,31/05/17,1.03,French Open,2nd Round
Ramos-Vinolas A.,28/05/18,1.61,French Open,1st Round
Ramos-Vinolas A.,31/05/18,1.44,French Open,2nd Round
Ramos-Vinolas A.,16/01/18,2.1,Australian Open,1st Round
Ramos-Vinolas A.,18/01/18,1.44,Australian Open,2nd Round
Zverev A.,29/06/15,1.4,Wimbledon,1st Round
Zverev A.,30/08/16,1.2,US Open,1st Round
Zverev A.,2/7/2016,1.22,Wimbledon,2nd Round
Zverev A.,29/06/16,1.16,Wimbledon,1st Round
Zverev A.,25/05/16,1.3,French Open,1st Round
Zverev A.,26/05/16,1.3,French Open,2nd Round
Zverev A.,29/08/17,1.01,US Open,1st Round
Zverev A.,4/7/2017,1.08,Wimbledon,1st Round
Zverev A.,6/7/2017,1.08,Wimbledon,2nd Round
Zverev A.,8/7/2017,1.04,Wimbledon,3rd Round
Zverev A.,17/01/17,1.1,Australian Open,1st Round
Zverev A.,19/01/17,1.2,Australian Open,2nd Round
Zverev A.,28/08/2018,1.06,US Open,1st Round
Zverev A.,30/08/2018,1.04,US Open,2nd Round
Zverev A.,3/7/2018,1.03,Wimbledon,1st Round
Zverev A.,6/7/2018,1.12,Wimbledon,2nd Round
Zverev A.,1/6/2018,1.06,French Open,3rd Round
Zverev A.,3/6/2018,1.33,French Open,4th Round
Zverev A.,27/05/18,1.01,French Open,1st Round
Zverev A.,30/05/18,1.08,French Open,2nd Round
Zverev A.,16/01/18,1.01,Australian Open,1st Round
Zverev A.,18/01/18,1.16,Australian Open,2nd Round
Zverev A.,27/08/2019,1.44,US Open,1st Round
Zverev A.,29/08/2019,1.5,US Open,2nd Round
Zverev A.,31/08/2019,1.28,US Open,3rd Round
Zverev A.,1/6/2019,1.3,French Open,3rd Round
Zverev A.,3/6/2019,2.1,French Open,4th Round
Zverev A.,28/05/2019,1.11,French Open,1st Round
Zverev A.,30/05/2019,1.14,French Open,2nd Round
Zverev A.,15/01/2019,1.1,Australian Open,1st Round
Zverev A.,17/01/2019,1.11,Australian Open,2nd Round
Zverev A.,19/01/2019,1.04,Australian Open,3rd Round
Arnaboldi A.,26/05/15,2.25,French Open,1st Round
Edmund K.,25/05/15,1.44,French Open,1st Round
Edmund K.,2/9/2016,3.25,US Open,3rd Round
Edmund K.,29/08/16,4.33,US Open,1st Round
Edmund K.,31/08/16,1.22,US Open,2nd Round
Edmund K.,23/05/16,1.53,French Open,1st Round
Edmund K.,28/08/17,1.9,US Open,1st Round
Edmund K.,31/08/17,1.8,US Open,2nd Round
Edmund K.,4/7/2017,1.12,Wimbledon,1st Round
Edmund K.,1/6/2017,1.28,French Open,2nd Round
Edmund K.,30/05/17,1.3,French Open,1st Round
Edmund K.,17/01/17,1.3,Australian Open,1st Round
Edmund K.,3/7/2018,1.16,Wimbledon,1st Round
Edmund K.,5/7/2018,1.14,Wimbledon,2nd Round
Edmund K.,29/05/18,1.12,French Open,1st Round
Edmund K.,31/05/18,1.33,French Open,2nd Round
Edmund K.,15/01/18,3,Australian Open,1st Round
Edmund K.,17/01/18,1.4,Australian Open,2nd Round
Edmund K.,19/01/18,1.22,Australian Open,3rd Round
Edmund K.,21/01/18,1.36,Australian Open,4th Round
Edmund K.,23/01/18,3.75,Australian Open,Quarterfinals
Edmund K.,1/7/2019,1.1,Wimbledon,1st Round
Edmund K.,28/05/2019,1.72,French Open,1st Round
Copil M.,20/01/15,2.25,Australian Open,1st Round
Copil M.,27/08/2019,2.75,US Open,1st Round
Copil M.,15/01/2019,1.57,Australian Open,1st Round
Bautista Agut R.,29/08/16,1.28,US Open,1st Round
Bautista Agut R.,31/08/16,1.12,US Open,2nd Round
Bautista Agut R.,28/06/16,1.1,Wimbledon,1st Round
Bautista Agut R.,30/06/16,1.12,Wimbledon,2nd Round
Bautista Agut R.,24/05/16,1.02,French Open,1st Round
Bautista Agut R.,26/05/16,1.16,French Open,2nd Round
Bautista Agut R.,28/05/16,1.4,French Open,3rd Round
Bautista Agut R.,30/08/17,1.12,US Open,1st Round
Bautista Agut R.,31/08/17,1.08,US Open,2nd Round
Bautista Agut R.,3/7/2017,1.04,Wimbledon,1st Round
Bautista Agut R.,5/7/2017,1.2,Wimbledon,2nd Round
Bautista Agut R.,7/7/2017,3,Wimbledon,3rd Round
Bautista Agut R.,2/6/2017,1.4,French Open,3rd Round
Bautista Agut R.,29/05/17,1.04,French Open,1st Round
Bautista Agut R.,31/05/17,1.12,French Open,2nd Round
Bautista Agut R.,17/01/17,1.08,Australian Open,1st Round
Bautista Agut R.,19/01/17,1.06,Australian Open,2nd Round
Bautista Agut R.,21/01/17,1.44,Australian Open,3rd Round
Bautista Agut R.,28/05/18,1.08,French Open,1st Round
Bautista Agut R.,30/05/18,1.16,French Open,2nd Round
Bautista Agut R.,1/7/2019,1.05,Wimbledon,1st Round
Bautista Agut R.,3/7/2019,1.05,Wimbledon,2nd Round
Bautista Agut R.,5/7/2019,1.5,Wimbledon,3rd Round
Bautista Agut R.,8/7/2019,1.22,Wimbledon,4th Round
Bautista Agut R.,10/7/2019,1.2,Wimbledon,Quarterfinals
Bautista Agut R.,28/05/2019,1.22,French Open,1st Round
Bautista Agut R.,30/05/2019,1.44,French Open,2nd Round
Bautista Agut R.,14/01/2019,1.2,Australian Open,1st Round
Bautista Agut R.,16/01/2019,1.33,Australian Open,2nd Round
Bautista Agut R.,18/01/2019,2.62,Australian Open,3rd Round
Bautista Agut R.,20/01/2019,2.1,Australian Open,4th Round
Carreno Busta P.,1/9/2016,1.36,US Open,2nd Round
Carreno Busta P.,30/08/16,1.18,US Open,1st Round
Carreno Busta P.,24/05/16,2.37,French Open,1st Round
Carreno Busta P.,1/9/2017,1.25,US Open,3rd Round
Carreno Busta P.,3/9/2017,2,US Open,4th Round
Carreno Busta P.,5/9/2017,1.4,US Open,Quarterfinals
Carreno Busta P.,28/08/17,1.08,US Open,1st Round
Carreno Busta P.,30/08/17,1.12,US Open,2nd Round
Carreno Busta P.,2/6/2017,2.3,French Open,3rd Round
Carreno Busta P.,4/6/2017,2.5,French Open,4th Round
