Loser,Date,B365L,Tournament,Round
Stepanek R.,26/06/13,2.25,Wimbledon,2nd Round
Stepanek R.,27/05/13,1.11,French Open,1st Round
Stepanek R.,18/01/13,41,Australian Open,3rd Round
Stepanek R.,25/08/14,1.22,US Open,1st Round
Stepanek R.,25/06/14,15,Wimbledon,2nd Round
Stepanek R.,30/05/14,5.5,French Open,3rd Round
Stepanek R.,14/01/14,1.28,Australian Open,1st Round
Stepanek R.,31/08/15,1.61,US Open,1st Round
Stepanek R.,30/06/15,1.5,Wimbledon,1st Round
Stepanek R.,27/05/15,17,French Open,2nd Round
Stepanek R.,30/08/16,2.1,US Open,1st Round
Stepanek R.,28/06/16,4.5,Wimbledon,1st Round
Stepanek R.,24/05/16,19,French Open,1st Round
Stepanek R.,21/01/16,9,Australian Open,2nd Round
Stepanek R.,19/01/17,4,Australian Open,2nd Round
Tipsarevic J.,27/08/03,5.5,US Open,1st Round
Tipsarevic J.,30/08/04,1.4,US Open,1st Round
Tipsarevic J.,21/06/04,2.75,Wimbledon,1st Round
Tipsarevic J.,24/05/04,NA,French Open,1st Round
Tipsarevic J.,29/08/05,2.5,US Open,1st Round
Tipsarevic J.,25/06/05,5.5,Wimbledon,3rd Round
Tipsarevic J.,25/05/05,1.57,French Open,2nd Round
Tipsarevic J.,19/01/05,5,Australian Open,2nd Round
Tipsarevic J.,28/06/06,8,Wimbledon,1st Round
Tipsarevic J.,30/05/06,1.83,French Open,1st Round
Tipsarevic J.,19/01/06,4,Australian Open,2nd Round
Tipsarevic J.,31/08/07,3.5,US Open,2nd Round
Tipsarevic J.,3/7/2007,2.25,Wimbledon,4th Round
Tipsarevic J.,1/6/2007,4.5,French Open,3rd Round
Tipsarevic J.,16/01/07,5,Australian Open,1st Round
Tipsarevic J.,27/08/08,1.16,US Open,1st Round
Tipsarevic J.,30/06/08,1.16,Wimbledon,4th Round
Tipsarevic J.,25/05/08,1.5,French Open,1st Round
Tipsarevic J.,19/01/08,15,Australian Open,3rd Round
Tipsarevic J.,1/9/2009,1.57,US Open,1st Round
Tipsarevic J.,24/06/09,2.2,Wimbledon,2nd Round
Tipsarevic J.,29/05/09,5.5,French Open,3rd Round
Tipsarevic J.,21/01/09,2.75,Australian Open,2nd Round
Tipsarevic J.,4/9/2010,1.66,US Open,3rd Round
Tipsarevic J.,21/06/10,1.33,Wimbledon,1st Round
Tipsarevic J.,23/05/10,2.25,French Open,1st Round
Tipsarevic J.,21/01/10,2.2,Australian Open,2nd Round
Tipsarevic J.,8/9/2011,13,US Open,Quarterfinals
Tipsarevic J.,21/06/11,2.37,Wimbledon,1st Round
Tipsarevic J.,27/05/11,9,French Open,3rd Round
Tipsarevic J.,19/01/11,2.62,Australian Open,2nd Round
Tipsarevic J.,6/9/2012,3.2,US Open,Quarterfinals
Tipsarevic J.,29/06/12,1.5,Wimbledon,3rd Round
Tipsarevic J.,4/6/2012,2.75,French Open,4th Round
Tipsarevic J.,21/01/12,1.9,Australian Open,3rd Round
Tipsarevic J.,2/9/2013,4,US Open,4th Round
Tipsarevic J.,24/06/13,1.36,Wimbledon,1st Round
Tipsarevic J.,1/6/2013,2.25,French Open,3rd Round
Tipsarevic J.,20/01/13,2.1,Australian Open,4th Round
Tipsarevic J.,1/9/2015,2.62,US Open,1st Round
Tipsarevic J.,29/06/15,2.25,Wimbledon,1st Round
Tipsarevic J.,1/9/2016,3,US Open,2nd Round
Tipsarevic J.,27/06/16,4.5,Wimbledon,1st Round
Tipsarevic J.,23/05/16,19,French Open,1st Round
Tipsarevic J.,31/08/17,3,US Open,2nd Round
Tipsarevic J.,4/7/2017,1.3,Wimbledon,1st Round
Tipsarevic J.,29/05/17,1.9,French Open,1st Round
Tipsarevic J.,26/08/2019,2.37,US Open,1st Round
Tipsarevic J.,3/7/2019,9,Wimbledon,2nd Round
Tipsarevic J.,26/05/2019,5,French Open,1st Round
Tipsarevic J.,14/01/2019,10,Australian Open,1st Round
Tursunov D.,1/9/2003,3.25,US Open,3rd Round
Tursunov D.,2/9/2004,2.375,US Open,2nd Round
Tursunov D.,25/06/04,3,Wimbledon,3rd Round
Tursunov D.,25/05/04,2.25,French Open,1st Round
Tursunov D.,19/01/04,3.5,Australian Open,1st Round
Tursunov D.,3/9/2005,3.25,US Open,2nd Round
Tursunov D.,27/06/05,4,Wimbledon,4th Round
Tursunov D.,25/05/05,10,French Open,2nd Round
Tursunov D.,3/9/2006,2.1,US Open,3rd Round
Tursunov D.,3/7/2006,1.44,Wimbledon,4th Round
Tursunov D.,2/6/2006,7,French Open,3rd Round
Tursunov D.,18/01/06,1.72,Australian Open,2nd Round
Tursunov D.,29/08/07,1.2,US Open,1st Round
Tursunov D.,29/06/07,2.2,Wimbledon,3rd Round
Tursunov D.,31/05/07,3,French Open,2nd Round
Tursunov D.,21/01/07,2.75,Australian Open,3rd Round
Tursunov D.,31/08/08,3.5,US Open,3rd Round
Tursunov D.,28/06/08,2.37,Wimbledon,3rd Round
Tursunov D.,30/05/08,1.53,French Open,3rd Round
Tursunov D.,17/01/08,1.19,Australian Open,2nd Round
Tursunov D.,31/08/09,2.75,US Open,1st Round
Tursunov D.,23/06/09,1.33,Wimbledon,1st Round
Tursunov D.,27/05/09,2.62,French Open,1st Round
Tursunov D.,20/01/09,1.2,Australian Open,1st Round
Tursunov D.,30/08/10,4.5,US Open,1st Round
Tursunov D.,21/06/10,3,Wimbledon,1st Round
Tursunov D.,24/05/10,5,French Open,1st Round
Tursunov D.,30/08/11,1.53,US Open,1st Round
Tursunov D.,24/06/11,1.72,Wimbledon,2nd Round
Tursunov D.,24/05/11,4.5,French Open,1st Round
Tursunov D.,17/01/11,5.5,Australian Open,1st Round
Tursunov D.,25/06/12,2.87,Wimbledon,1st Round
Tursunov D.,31/05/12,3.4,French Open,2nd Round
Tursunov D.,17/01/12,7,Australian Open,1st Round
Tursunov D.,31/08/13,3,US Open,3rd Round
Tursunov D.,25/06/13,8,Wimbledon,1st Round
Tursunov D.,30/05/13,2.25,French Open,2nd Round
Tursunov D.,26/08/14,2.62,US Open,1st Round
Tursunov D.,24/06/14,2.62,Wimbledon,1st Round
Tursunov D.,30/05/14,11,French Open,3rd Round
Tursunov D.,15/01/14,1.72,Australian Open,2nd Round
Tursunov D.,28/06/16,2.75,Wimbledon,1st Round
Tursunov D.,24/05/16,17,French Open,1st Round
Tursunov D.,19/01/16,26,Australian Open,1st Round
Tursunov D.,28/08/17,3,US Open,1st Round
Tursunov D.,3/7/2017,7,Wimbledon,1st Round
Tursunov D.,17/01/17,6,Australian Open,1st Round
Ulihrach B.,28/08/03,8,US Open,2nd Round
Ulihrach B.,22/06/04,1.615,Wimbledon,1st Round
Ulihrach B.,24/05/04,4,French Open,1st Round
Ulihrach B.,21/01/04,9,Australian Open,2nd Round
Ulihrach B.,21/06/05,8,Wimbledon,1st Round
Ulihrach B.,19/01/05,7,Australian Open,2nd Round
Ulihrach B.,26/06/07,11,Wimbledon,1st Round
Ulihrach B.,31/05/07,2.37,French Open,2nd Round
Vacek J.,25/08/03,7,US Open,1st Round
Vacek J.,13/01/03,2.75,Australian Open,1st Round
Vacek J.,22/06/04,1.667,Wimbledon,1st Round
Vacek J.,25/05/04,3.25,French Open,1st Round
Vacek J.,22/01/04,4.5,Australian Open,2nd Round
Vahaly B.,25/08/03,3,US Open,1st Round
Vahaly B.,25/06/03,3,Wimbledon,2nd Round
Vahaly B.,27/05/03,9,French Open,1st Round
Vahaly B.,13/01/03,7.5,Australian Open,1st Round
Vahaly B.,19/01/04,5,Australian Open,1st Round
van Lottum J.,29/08/03,2,US Open,2nd Round
van Lottum J.,23/06/03,2.75,Wimbledon,1st Round
van Lottum J.,28/05/03,3.75,French Open,2nd Round
van Lottum J.,24/06/04,3.75,Wimbledon,1st Round
van Lottum J.,24/05/04,9,French Open,1st Round
van Lottum J.,19/01/04,4.333,Australian Open,1st Round
Verdasco F.,30/08/03,5,US Open,3rd Round
Verdasco F.,24/06/03,2.75,Wimbledon,1st Round
Verdasco F.,2/9/2004,2,US Open,2nd Round
Verdasco F.,24/06/04,1.833,Wimbledon,2nd Round
Verdasco F.,26/05/04,1.667,French Open,2nd Round
Verdasco F.,19/01/04,4.5,Australian Open,1st Round
Verdasco F.,6/9/2005,1.5,US Open,4th Round
Verdasco F.,22/06/05,1.72,Wimbledon,2nd Round
Verdasco F.,23/05/05,1.22,French Open,1st Round
Verdasco F.,20/01/05,2.5,Australian Open,2nd Round
Verdasco F.,3/9/2006,5.5,US Open,3rd Round
Verdasco F.,3/7/2006,2.1,Wimbledon,4th Round
Verdasco F.,2/6/2006,1.44,French Open,2nd Round
Verdasco F.,19/01/06,1.66,Australian Open,2nd Round
Verdasco F.,1/9/2007,3,US Open,3rd Round
Verdasco F.,29/06/07,7,Wimbledon,3rd Round
Verdasco F.,4/6/2007,3,French Open,4th Round
Verdasco F.,18/01/07,4.5,Australian Open,2nd Round
Verdasco F.,31/08/08,1.83,US Open,3rd Round
Verdasco F.,30/06/08,2.62,Wimbledon,4th Round
Verdasco F.,1/6/2008,13,French Open,4th Round
Verdasco F.,17/01/08,1.3,Australian Open,2nd Round
Verdasco F.,9/9/2009,3.4,US Open,Quarterfinals
Verdasco F.,29/06/09,2.25,Wimbledon,4th Round
Verdasco F.,31/05/09,1.44,French Open,4th Round
Verdasco F.,30/01/09,6,Australian Open,Semifinals
Verdasco F.,10/9/2010,7.5,US Open,Quarterfinals
Verdasco F.,22/06/10,1.04,Wimbledon,1st Round
Verdasco F.,31/05/10,1.61,French Open,4th Round
Verdasco F.,25/01/10,3.4,Australian Open,4th Round
Verdasco F.,4/9/2011,2.55,US Open,3rd Round
Verdasco F.,22/06/11,1.44,Wimbledon,2nd Round
Verdasco F.,28/05/11,1.4,French Open,3rd Round
Verdasco F.,23/01/11,2.5,Australian Open,4th Round
Verdasco F.,1/9/2012,19,US Open,3rd Round
Verdasco F.,29/06/12,2.25,Wimbledon,3rd Round
Verdasco F.,1/6/2012,1.36,French Open,3rd Round
Verdasco F.,16/01/12,2.37,Australian Open,1st Round
Verdasco F.,26/08/13,1.53,US Open,1st Round
Verdasco F.,3/7/2013,9,Wimbledon,Quarterfinals
Verdasco F.,31/05/13,1.66,French Open,2nd Round
Verdasco F.,18/01/13,2.2,Australian Open,3rd Round
Verdasco F.,28/08/14,1.3,US Open,2nd Round
Verdasco F.,23/06/14,1.44,Wimbledon,1st Round
Verdasco F.,2/6/2014,2.25,French Open,4th Round
Verdasco F.,16/01/14,1.11,Australian Open,2nd Round
Verdasco F.,2/9/2015,2.62,US Open,2nd Round
Verdasco F.,3/7/2015,5,Wimbledon,3rd Round
Verdasco F.,27/05/15,1.04,French Open,2nd Round
Verdasco F.,24/01/15,15,Australian Open,3rd Round
Verdasco F.,30/08/16,3.5,US Open,1st Round
Verdasco F.,29/06/16,2.75,Wimbledon,1st Round
Verdasco F.,27/05/16,6,French Open,3rd Round
Verdasco F.,21/01/16,1.22,Australian Open,2nd Round
Verdasco F.,31/08/17,1.8,US Open,2nd Round
Verdasco F.,3/7/2017,2.37,Wimbledon,1st Round
Verdasco F.,5/6/2017,2.25,French Open,4th Round
Verdasco F.,17/01/17,10,Australian Open,1st Round
Verdasco F.,1/9/2018,5.5,US Open,3rd Round
Verdasco F.,3/7/2018,1.72,Wimbledon,1st Round
Verdasco F.,3/6/2018,4.33,French Open,4th Round
Verdasco F.,18/01/18,1.28,Australian Open,2nd Round
Verdasco F.,30/08/2019,2.1,US Open,2nd Round
Verdasco F.,8/7/2019,3.4,Wimbledon,4th Round
Verdasco F.,30/05/2019,1.12,French Open,2nd Round
Verdasco F.,18/01/2019,3.75,Australian Open,3rd Round
Verkerk M.,28/08/03,2.375,US Open,2nd Round
Verkerk M.,24/06/03,1.333,Wimbledon,1st Round
Verkerk M.,8/6/2003,3.5,French Open,The Final
Verkerk M.,13/01/03,3.5,Australian Open,1st Round
Verkerk M.,25/06/04,3,Wimbledon,2nd Round
Verkerk M.,29/05/04,2.75,French Open,3rd Round
Verkerk M.,20/01/04,1.5,Australian Open,1st Round
Verkerk M.,29/05/07,4.33,French Open,1st Round
Vicente F.,27/08/03,2.75,US Open,1st Round
Vicente F.,23/06/03,3,Wimbledon,1st Round
Vicente F.,31/05/03,3.5,French Open,3rd Round
Vicente F.,18/01/03,NA,Australian Open,3rd Round
Vicente F.,26/05/04,9,French Open,2nd Round
Vicente F.,27/05/05,9,French Open,3rd Round
Vicente F.,28/08/06,2.62,US Open,1st Round
Vicente F.,27/06/06,5,Wimbledon,1st Round
Vicente F.,30/05/06,1.53,French Open,1st Round
Vicente F.,16/01/06,4,Australian Open,1st Round
Vicente F.,26/06/07,7.5,Wimbledon,1st Round
Vicente F.,27/05/07,5.5,French Open,1st Round
Vinciguerra A.,29/08/03,10,US Open,2nd Round
Vinciguerra A.,23/06/03,3.25,Wimbledon,1st Round
Vinciguerra A.,26/05/03,2.375,French Open,1st Round
Vinciguerra A.,18/01/03,NA,Australian Open,3rd Round
Vliegen K.,26/08/03,NA,US Open,1st Round
Vliegen K.,1/9/2004,4.5,US Open,1st Round
Vliegen K.,22/06/04,2.5,Wimbledon,1st Round
Vliegen K.,25/05/04,11,French Open,1st Round
Vliegen K.,26/05/05,3.75,French Open,2nd Round
Vliegen K.,30/08/06,1.28,US Open,1st Round
Vliegen K.,28/06/06,1.5,Wimbledon,2nd Round
Vliegen K.,29/05/06,1.16,French Open,1st Round
Vliegen K.,21/01/06,2.62,Australian Open,3rd Round
Vliegen K.,28/08/07,3.75,US Open,1st Round
Vliegen K.,28/06/07,3,Wimbledon,2nd Round
Vliegen K.,1/6/2007,4.5,French Open,3rd Round
Vliegen K.,16/01/07,1.66,Australian Open,1st Round
Vliegen K.,24/06/08,4.5,Wimbledon,1st Round
Vliegen K.,28/05/08,3.5,French Open,1st Round
Vliegen K.,16/01/08,2.25,Australian Open,2nd Round
Vliegen K.,24/06/09,6.5,Wimbledon,2nd Round
Vliegen K.,25/05/09,2.2,French Open,1st Round
Vliegen K.,19/01/09,2.37,Australian Open,1st Round
Vliegen K.,31/08/10,3.25,US Open,1st Round
Vliegen K.,22/06/10,4.5,Wimbledon,1st Round
Vliegen K.,24/05/10,2.5,French Open,1st Round
Vliegen K.,19/01/10,4,Australian Open,1st Round
Volandri F.,25/08/03,2.75,US Open,1st Round
Volandri F.,23/06/03,3.5,Wimbledon,1st Round
Volandri F.,26/05/03,5.5,French Open,1st Round
Volandri F.,4/9/2004,3,US Open,2nd Round
Volandri F.,24/06/04,3,Wimbledon,2nd Round
Volandri F.,25/05/04,1.25,French Open,1st Round
Volandri F.,22/01/04,8.5,Australian Open,2nd Round
Volandri F.,30/08/05,6.5,US Open,1st Round
Volandri F.,21/06/05,5.5,Wimbledon,1st Round
Volandri F.,28/05/05,1.66,French Open,3rd Round
Volandri F.,18/01/05,1.57,Australian Open,1st Round
Volandri F.,29/08/06,2.75,US Open,1st Round
Volandri F.,28/06/06,15,Wimbledon,1st Round
Volandri F.,31/05/06,2.75,French Open,2nd Round
Volandri F.,17/01/06,1.28,Australian Open,1st Round
Volandri F.,28/08/07,2.75,US Open,1st Round
Volandri F.,26/06/07,4.5,Wimbledon,1st Round
Volandri F.,3/6/2007,2.5,French Open,4th Round
Volandri F.,15/01/07,9,Australian Open,1st Round
Volandri F.,23/06/08,5,Wimbledon,1st Round
Volandri F.,26/05/08,1.44,French Open,1st Round
Volandri F.,15/01/08,5,Australian Open,1st Round
Volandri F.,31/08/11,26,US Open,1st Round
Volandri F.,20/06/11,15,Wimbledon,1st Round
Volandri F.,24/05/11,1.25,French Open,1st Round
Volandri F.,17/01/11,8,Australian Open,1st Round
Volandri F.,27/08/12,13,US Open,1st Round
Volandri F.,25/06/12,10,Wimbledon,1st Round
Volandri F.,29/05/12,3,French Open,1st Round
Volandri F.,17/01/12,26,Australian Open,1st Round
Volandri F.,27/08/13,21,US Open,1st Round
Volandri F.,15/01/13,13,Australian Open,1st Round
Volandri F.,23/06/14,21,Wimbledon,1st Round
Volandri F.,25/05/14,3.5,French Open,1st Round
Volandri F.,14/01/14,NA,Australian Open,1st Round
Voltchkov V.,25/08/03,2.375,US Open,1st Round
Voltchkov V.,24/06/03,2.2,Wimbledon,1st Round
Voltchkov V.,27/05/03,4.333,French Open,1st Round
Voltchkov V.,13/01/03,3.75,Australian Open,1st Round
Voltchkov V.,26/05/04,4.5,French Open,2nd Round
Yim R.,25/08/03,8.5,US Open,1st Round
Youzhny M.,27/08/03,1.333,US Open,1st Round
Youzhny M.,25/06/03,1.333,Wimbledon,2nd Round
Youzhny M.,28/05/03,1.364,French Open,2nd Round
Youzhny M.,20/01/03,2.25,Australian Open,4th Round
Youzhny M.,5/9/2004,1.533,US Open,3rd Round
Youzhny M.,21/06/04,1.444,Wimbledon,1st Round
Youzhny M.,28/05/04,1.615,French Open,3rd Round
Youzhny M.,19/01/04,3.25,Australian Open,1st Round
Youzhny M.,3/9/2005,1.53,US Open,3rd Round
Youzhny M.,27/06/05,3,Wimbledon,4th Round
Youzhny M.,26/05/05,1.8,French Open,2nd Round
Youzhny M.,20/01/05,2,Australian Open,2nd Round
Youzhny M.,9/9/2006,3.75,US Open,Semifinals
Youzhny M.,30/06/06,2.62,Wimbledon,3rd Round
Youzhny M.,31/05/06,2.87,French Open,2nd Round
Youzhny M.,16/01/06,1.9,Australian Open,1st Round
Youzhny M.,31/08/07,1.25,US Open,2nd Round
Youzhny M.,5/7/2007,3.2,Wimbledon,4th Round
Youzhny M.,3/6/2007,11,French Open,4th Round
Youzhny M.,19/01/07,12,Australian Open,3rd Round
Youzhny M.,30/06/08,7.5,Wimbledon,4th Round
Youzhny M.,30/05/08,2.1,French Open,3rd Round
Youzhny M.,22/01/08,1.4,Australian Open,Quarterfinals
Youzhny M.,3/9/2009,1.16,US Open,2nd Round
Youzhny M.,23/06/09,1.61,Wimbledon,1st Round
Youzhny M.,27/05/09,1.36,French Open,2nd Round
Youzhny M.,20/01/09,1.25,Australian Open,1st Round
Youzhny M.,11/9/2010,7.5,US Open,Semifinals
Youzhny M.,25/06/10,1.2,Wimbledon,2nd Round
Youzhny M.,1/6/2010,2.75,French Open,Quarterfinals
Youzhny M.,23/01/10,1.22,Australian Open,3rd Round
Youzhny M.,30/08/11,1.72,US Open,1st Round
Youzhny M.,27/06/11,15,Wimbledon,4th Round
Youzhny M.,27/05/11,1.72,French Open,3rd Round
Youzhny M.,22/01/11,1.28,Australian Open,3rd Round
Youzhny M.,29/08/12,1.28,US Open,1st Round
Youzhny M.,4/7/2012,7,Wimbledon,Quarterfinals
Youzhny M.,2/6/2012,7,French Open,3rd Round
Youzhny M.,17/01/12,1.18,Australian Open,1st Round
Youzhny M.,6/9/2013,17,US Open,Quarterfinals
Youzhny M.,1/7/2013,11,Wimbledon,4th Round
Youzhny M.,3/6/2013,2,French Open,4th Round
Youzhny M.,16/01/13,1.22,Australian Open,2nd Round
Youzhny M.,25/08/14,1.66,US Open,1st Round
Youzhny M.,25/06/14,1.2,Wimbledon,2nd Round
Youzhny M.,28/05/14,1.66,French Open,2nd Round
Youzhny M.,15/01/14,1.5,Australian Open,2nd Round
Youzhny M.,3/9/2015,4.33,US Open,2nd Round
Youzhny M.,30/06/15,1.4,Wimbledon,1st Round
Youzhny M.,24/05/15,1.57,French Open,1st Round
Youzhny M.,19/01/15,5.5,Australian Open,1st Round
Youzhny M.,2/9/2016,10,US Open,3rd Round
Youzhny M.,2/7/2016,4.33,Wimbledon,2nd Round
Youzhny M.,23/05/16,2.37,French Open,1st Round
Youzhny M.,31/08/17,15,US Open,2nd Round
Youzhny M.,6/7/2017,11,Wimbledon,2nd Round
Youzhny M.,29/05/17,2.2,French Open,1st Round
Youzhny M.,17/01/17,2.37,Australian Open,1st Round
Youzhny M.,28/08/2018,3,US Open,1st Round
Youzhny M.,2/7/2018,1.9,Wimbledon,1st Round
Youzhny M.,28/05/18,3.5,French Open,1st Round
Youzhny M.,15/01/18,2.1,Australian Open,1st Round
Zabaleta M.,28/08/03,2.5,US Open,1st Round
Zabaleta M.,24/06/03,6.5,Wimbledon,1st Round
Zabaleta M.,2/6/2003,3.75,French Open,4th Round
Zabaleta M.,13/01/03,1.833,Australian Open,1st Round
Zabaleta M.,31/08/04,2,US Open,1st Round
Zabaleta M.,26/05/04,1.333,French Open,2nd Round
Zabaleta M.,29/08/05,3.75,US Open,1st Round
Zabaleta M.,20/01/05,2.5,Australian Open,2nd Round
Zabaleta M.,29/08/06,2.5,US Open,1st Round
Zabaleta M.,16/01/06,2.25,Australian Open,1st Round
Zabaleta M.,29/08/07,4.5,US Open,1st Round
Zabaleta M.,26/06/07,2.2,Wimbledon,1st Round
Zabaleta M.,31/05/07,1.39,French Open,2nd Round
Zabaleta M.,15/01/08,3.5,Australian Open,1st Round
Baccanello P.,25/06/03,2.625,Wimbledon,2nd Round
Baccanello P.,17/01/05,6.5,Australian Open,1st Round
Bloomfield R.,24/06/03,4.5,Wimbledon,1st Round
Bloomfield R.,22/06/04,8,Wimbledon,1st Round
Bloomfield R.,28/06/06,8,Wimbledon,2nd Round
Bloomfield R.,26/06/07,13,Wimbledon,1st Round
Bogdanovic A.,24/06/03,2,Wimbledon,1st Round
Bogdanovic A.,30/08/04,1.571,US Open,1st Round
Bogdanovic A.,21/06/04,12,Wimbledon,1st Round
Bogdanovic A.,20/06/05,2.62,Wimbledon,1st Round
Bogdanovic A.,27/06/06,10,Wimbledon,1st Round
Bogdanovic A.,26/06/07,1.72,Wimbledon,1st Round
Bogdanovic A.,23/06/08,2.37,Wimbledon,1st Round
Bogdanovic A.,23/06/09,5.5,Wimbledon,1st Round
Childs L.,25/06/03,3,Wimbledon,2nd Round
Childs L.,24/06/04,5.5,Wimbledon,1st Round
Childs L.,26/06/07,2.87,Wimbledon,1st Round
Delgado J.,24/06/03,11,Wimbledon,1st Round
Delgado J.,21/06/04,1.4,Wimbledon,1st Round
Delgado J.,20/06/05,3.5,Wimbledon,1st Round
Delgado J.,29/06/06,9,Wimbledon,2nd Round
Economidis K.,24/06/03,3.5,Wimbledon,1st Round
Economidis K.,30/05/07,13,French Open,2nd Round
Economidis K.,15/01/08,9,Australian Open,1st Round
Elseneer G.,26/06/03,2,Wimbledon,2nd Round
Elseneer G.,31/08/04,2.75,US Open,1st Round
Elseneer G.,25/06/04,2.75,Wimbledon,2nd Round
Elseneer G.,27/05/04,5,French Open,2nd Round
Elseneer G.,29/08/05,3.5,US Open,1st Round
Elseneer G.,23/06/05,9,Wimbledon,2nd Round
Escude N.,26/06/03,1.833,Wimbledon,2nd Round
Escude N.,27/05/03,NA,French Open,1st Round
Escude N.,17/01/03,4.5,Australian Open,3rd Round
Escude N.,30/05/04,7.5,French Open,4th Round
Escude N.,23/01/04,1.444,Australian Open,3rd Round
Galvani S.,26/06/03,3.75,Wimbledon,2nd Round
Galvani S.,29/06/06,4,Wimbledon,2nd Round
Galvani S.,31/05/06,2.25,French Open,2nd Round
Galvani S.,28/05/07,12,French Open,1st Round
Galvani S.,26/06/08,8,Wimbledon,2nd Round
Galvani S.,23/05/10,7,French Open,1st Round
Heuberger I.,23/06/03,1.727,Wimbledon,1st Round
Heuberger I.,26/05/03,3.25,French Open,1st Round
Heuberger I.,1/9/2004,5,US Open,1st Round
Heuberger I.,25/06/04,8.5,Wimbledon,2nd Round
Hilton M.,24/06/03,5.5,Wimbledon,1st Round
Hilton M.,25/06/04,3,Wimbledon,2nd Round
Krajan Z.,24/06/03,2.75,Wimbledon,1st Round
Krajan Z.,26/05/03,3,French Open,1st Round
Krajan Z.,14/01/03,NA,Australian Open,1st Round
Kratochvil M.,23/06/03,2.375,Wimbledon,1st Round
Kratochvil M.,27/05/03,NA,French Open,1st Round
Kratochvil M.,15/01/03,2.625,Australian Open,2nd Round
Kunitsyn I.,23/06/03,4.5,Wimbledon,1st Round
Kunitsyn I.,30/08/06,7,US Open,1st Round
Kunitsyn I.,28/06/06,3,Wimbledon,2nd Round
Kunitsyn I.,31/08/07,6.5,US Open,2nd Round
Kunitsyn I.,26/06/07,2,Wimbledon,1st Round
Kunitsyn I.,29/05/07,4,French Open,1st Round
Kunitsyn I.,16/01/07,2.5,Australian Open,1st Round
Kunitsyn I.,26/08/08,5.5,US Open,1st Round
Kunitsyn I.,23/06/08,1.36,Wimbledon,1st Round
Kunitsyn I.,31/08/09,1.57,US Open,1st Round
Kunitsyn I.,25/06/09,15,Wimbledon,2nd Round
Kunitsyn I.,25/05/09,1.61,French Open,1st Round
Kunitsyn I.,20/01/09,2.37,Australian Open,1st Round
Kunitsyn I.,21/06/10,4.33,Wimbledon,1st Round
Kunitsyn I.,25/05/10,12,French Open,1st Round
Kunitsyn I.,20/01/10,5.5,Australian Open,2nd Round
Kunitsyn I.,4/9/2011,2.5,US Open,3rd Round
Kunitsyn I.,22/06/11,7,Wimbledon,2nd Round
Kunitsyn I.,24/05/11,9,French Open,1st Round
Kunitsyn I.,19/01/11,15,Australian Open,2nd Round
Kunitsyn I.,26/06/12,2.62,Wimbledon,1st Round
Kunitsyn I.,29/05/12,4,French Open,1st Round
Kunitsyn I.,17/01/12,1.38,Australian Open,1st Round
Labadze I.,23/06/03,2.625,Wimbledon,1st Round
Labadze I.,26/05/03,3.25,French Open,1st Round
Labadze I.,13/01/03,2,Australian Open,1st Round
Labadze I.,31/08/04,NA,US Open,1st Round
Labadze I.,24/06/04,7.5,Wimbledon,2nd Round
Labadze I.,26/05/04,1.615,French Open,2nd Round
Labadze I.,19/01/04,3.25,Australian Open,1st Round
Labadze I.,18/01/05,13,Australian Open,1st Round
Labadze I.,3/7/2006,9,Wimbledon,4th Round
Larkham T.,24/06/03,4.5,Wimbledon,1st Round
Larkham T.,26/05/03,2.1,French Open,1st Round
Larkham T.,16/01/03,11,Australian Open,2nd Round
Larkham T.,19/01/04,11,Australian Open,1st Round
Lee M.,24/06/03,1.364,Wimbledon,1st Round
Lee M.,29/06/06,5.5,Wimbledon,2nd Round
Llodra M.,26/06/03,5.5,Wimbledon,2nd Round
Llodra M.,27/05/03,2.75,French Open,1st Round
Llodra M.,13/01/03,3.5,Australian Open,1st Round
Llodra M.,8/9/2004,2.75,US Open,4th Round
Llodra M.,22/06/04,1.364,Wimbledon,1st Round
Llodra M.,30/05/04,4,French Open,4th Round
Llodra M.,30/08/05,5,US Open,1st Round
Llodra M.,22/06/05,4,Wimbledon,1st Round
Llodra M.,23/05/05,8,French Open,1st Round
Llodra M.,18/01/05,2.75,Australian Open,1st Round
Llodra M.,29/05/06,5.5,French Open,1st Round
Llodra M.,17/01/06,4.5,Australian Open,1st Round
Llodra M.,30/08/07,1.57,US Open,2nd Round
Llodra M.,28/06/07,5,Wimbledon,2nd Round
